,Status,Address,City,Price,Property Type,Sub-Type,Building Size,Link,Year Built,Lot Size,Building Class,Cap Rate
1490,For Sale,"4900 S Minnesota Ave, Sioux Falls, SD","Sioux Falls, South Dakota","$1,799,999",Office,Office,"16,878 SF",https://www.loopnet.com/Listing/4900-S-Minnesota-Ave-Sioux-Falls-SD/19031632/,,,,6.90%
1496,For Sale,"312 Bluebird Dr, Goodlettsville, TN","Goodlettsville, Tennessee","$999,000",Office,Medical,"4,956 SF",https://www.loopnet.com/Listing/312-Bluebird-Dr-Goodlettsville-TN/23550626/,,,B,
1497,For Sale,"205 Donelson Pike, Nashville, TN","Nashville, Tennessee","$729,000",Office,Medical,"3,826 SF",https://www.loopnet.com/Listing/205-Donelson-Pike-Nashville-TN/22563996/,,,C,
1498,For Sale,"1024 Tillman St, Memphis, TN","Memphis, Tennessee","$2,300,000",Multifamily,Apartment,"32,472 SF",https://www.loopnet.com/Listing/1024-Tillman-St-Memphis-TN/22548971/,,,,
1499,For Sale,"320 Congress Pky N, Athens, TN","Athens, Tennessee","$925,000",Office,Office,"5,974 SF",https://www.loopnet.com/Listing/320-Congress-Pky-N-Athens-TN/22433086/,,,,7.65%
1500,For Sale,"4219 Lebanon Pike, Hermitage, TN","Hermitage, Tennessee","$585,000",Retail,Freestanding,"1,092 SF",https://www.loopnet.com/Listing/4219-Lebanon-Pike-Hermitage-TN/22386486/,,,C,
1501,For Sale,"219 NW Broad St, Murfreesboro, TN","Murfreesboro, Tennessee","$1,899,000",Retail,Restaurant,"6,452 SF",https://www.loopnet.com/Listing/219-NW-Broad-St-Murfreesboro-TN/22042084/,,,B,
1502,For Sale,"2415 Atrium Way, Nashville, TN","Nashville, Tennessee","$1,349,000",Office,Medical,"2,549 SF",https://www.loopnet.com/Listing/2415-Atrium-Way-Nashville-TN/21778362/,,,B,
1503,For Sale,"Oak Ridge Tpke @ Administration Road, Oak Ridge, TN","Oak Ridge, Tennessee","$569,000",Land,Commercial,,https://www.loopnet.com/Listing/Oak-Ridge-Tpke-Administration-Road-Oak-Ridge-TN/18559589/,,"202,990 SF",,
1504,For Sale,"Eagle Feather Dr, Jasper, TN","Jasper, Tennessee","$1,500,000",Land,Commercial,,https://www.loopnet.com/Listing/Eagle-Feather-Dr-Jasper-TN/16914628/,,"637,283 SF",,
1505,For Sale,"130 Beasley St, Jackson, TN","Jackson, Tennessee","$2,750,000",Industrial,Warehouse,"80,000 SF",https://www.loopnet.com/Listing/130-Beasley-St-Jackson-TN/3677917/,,,C,
1506,For Sale,"1461 Highway 45 Byp, Jackson, TN","Jackson, Tennessee",Price Upon Request,Land,Commercial,,https://www.loopnet.com/Listing/1461-Highway-45-Byp-Jackson-TN/21539241/,,"871,200 SF",,
1507,For Sale,"801 Watt Rd, Knoxville, TN","Knoxville, Tennessee",Price Upon Request,Land,Commercial,,https://www.loopnet.com/Listing/801-Watt-Rd-Knoxville-TN/12140463/,,"11,325,600 SF",,
1508,For Sale,"1231 E Raines Rd, Memphis, TN","Memphis, Tennessee","$400,000",Office,Loft/Creative Space,"15,024 SF",https://www.loopnet.com/Listing/1231-E-Raines-Rd-Memphis-TN/21966405/,,,C,
1509,For Sale,"710 S Illinois Ave, Oak Ridge, TN","Oak Ridge, Tennessee","$2,990,000",Office,Office,"60,000 SF",https://www.loopnet.com/Listing/710-S-Illinois-Ave-Oak-Ridge-TN/21590291/,,,,10%
1570,For Sale,"12018 US Hwy 59, Seven Oaks, TX","Seven Oaks, Texas",Price Upon Request,Hospitality,Hotel,"30,000 SF",https://www.loopnet.com/Listing/12018-US-Hwy-59-Seven-Oaks-TX/23686128/,,,,
1571,For Sale,"104 Parkview Dr, Georgetown, TX","Georgetown, Texas","$1,900,000",Office,Data Hosting,"9,381 SF",https://www.loopnet.com/Listing/104-Parkview-Dr-Georgetown-TX/23312945/,,,B,
1572,For Sale,"818 Austin St, San Antonio, TX","San Antonio, Texas","$650,000",Retail,Vet/Kennel,"1,961 SF",https://www.loopnet.com/Listing/818-Austin-St-San-Antonio-TX/23310456/,,,C,
1573,For Sale,"711 E Carson St, San Antonio, TX","San Antonio, Texas","$950,000",Multifamily,Apartment,"9,000 SF",https://www.loopnet.com/Listing/711-E-Carson-St-San-Antonio-TX/23224262/,,,,
1574,For Sale,"1210 N Copia St, El Paso, TX","El Paso, Texas","$170,000",Retail,Storefront Retail/Office,"2,152 SF",https://www.loopnet.com/Listing/1210-N-Copia-St-El-Paso-TX/22994053/,,,C,
1575,For Sale,"710 S Main St, Fort Worth, TX","Fort Worth, Texas","$4,950,000",Retail,Storefront Retail/Office,"19,026 SF",https://www.loopnet.com/Listing/710-S-Main-St-Fort-Worth-TX/22087693/,,,,9.06%
1576,For Sale,"1800 Lavaca St, Austin, TX","Austin, Texas","$649,999",Multifamily,Apartment,"2,436 SF",https://www.loopnet.com/Listing/1800-Lavaca-St-Austin-TX/21500342/,,,,
1577,For Sale,Portfolio of 2 Properties,"Granbury, Texas","$5,918,000",Office,,"30,000 SF",https://www.loopnet.com/Listing/portfolio/21370344/,,,,7.10%
1578,For Sale,"Ingram Rd & Potranco Rd, San Antonio, TX","San Antonio, Texas","$5,500,000",Land,Commercial,,https://www.loopnet.com/Listing/Ingram-Rd-Potranco-Rd-San-Antonio-TX/20945928/,,"1,698,840 SF",,
1579,For Sale,"3411 Buck St, Houston, TX","Houston, Texas","$250,000",Land,Commercial,,https://www.loopnet.com/Listing/3411-Buck-St-Houston-TX/20277722/,,"5,001 SF",,
1580,For Sale,"Fm 878 @ Hwy 287, Waxahachie, TX","Waxahachie, Texas","$43,400,000",Land,Industrial,,https://www.loopnet.com/Listing/Fm-878-Hwy-287-Waxahachie-TX/19960047/,,"22,259,160 SF",,
1581,For Sale,"1001 S Kaufman St, Ennis, TX","Ennis, Texas","$1,590,000",Industrial,Warehouse,"32,204 SF",https://www.loopnet.com/Listing/1001-S-Kaufman-St-Ennis-TX/19670576/,,,B,
1582,For Sale,"1402 Lincoln St, Laredo, TX","Laredo, Texas","$843,521",Retail,Retail,"24,325 SF",https://www.loopnet.com/Listing/1402-Lincoln-St-Laredo-TX/19561437/,,,C,
1583,For Sale,"200 N Main St, Gladewater, TX","Gladewater, Texas","$400,000",Retail,Bank,"14,540 SF",https://www.loopnet.com/Listing/200-N-Main-St-Gladewater-TX/18626160/,,,C,
1584,For Sale,"1020 Salt Works Rd, Palestine, TX","Palestine, Texas","$550,000",Land,Commercial,,https://www.loopnet.com/Listing/1020-Salt-Works-Rd-Palestine-TX/13698476/,,"1,148,677 SF",,
1585,For Sale,"201-203 Stillwater, Wimberley, TX","Wimberley, Texas","$1,900,000",Office,Medical,"10,125 SF",https://www.loopnet.com/Listing/201-203-Stillwater-Wimberley-TX/13266215/,,,B,
1586,For Sale,"I-10 E @ FARM ROAD 3246, Cove, TX","Cove, Texas","$3,947,842",Land,Industrial,,https://www.loopnet.com/Listing/I-10-E-FARM-ROAD-3246-Cove-TX/5227833/,,"877,298 SF",,
1587,For Sale,"2115 E Frankford Rd, Carrollton, TX","Carrollton, Texas",Price Upon Request,Specialty,Religious Facility,"29,750 SF",https://www.loopnet.com/Listing/2115-E-Frankford-Rd-Carrollton-TX/20757584/,,,C,
1588,For Sale,"300 E San Antonio Ave, El Paso, TX","El Paso, Texas",Price Upon Request,Office,Office/Residential,"58,988 SF",https://www.loopnet.com/Listing/300-E-San-Antonio-Ave-El-Paso-TX/19284184/,,,C,
1589,For Sale,"4000 Fossil Creek Blvd, Fort Worth, TX","Fort Worth, Texas",Price Upon Request,Office,Office,"24,350 SF",https://www.loopnet.com/Listing/4000-Fossil-Creek-Blvd-Fort-Worth-TX/16701659/,,,B,
